,SVFNR,HEINUM,POSTNR,HEITI_NF,HEITI_TGF,HUSNR,NAKV_XY,HNIT,N_HNIT_WGS84,E_HNIT_WGS84,HUSMERKING,municipality,houses
67721,0,1086859,112.0,Fannafold,Fannafold,80.0,,POINT (363685.702272727 406890.870454545),64.13770858,-21.80043095,80,Reykjavík,"Fannafold 80, 112"
4291,0,1004776,112.0,Fannafold,Fannafold,81.0,,POINT (363488 406947),64.13813298,-21.80453833,81,Reykjavík,"Fannafold 81, 112"
93808,0,1086860,112.0,Fannafold,Fannafold,82.0,,POINT (363686.463636364 406886.415909091),64.13766897,-21.80041128,82,Reykjavík,"Fannafold 82, 112"
2164,0,1127263,112.0,Fannafold,Fannafold,83.0,,POINT (363512 406930),64.13799018,-21.80403043,83A,Reykjavík,"Fannafold 83, 112"
67722,0,1086861,112.0,Fannafold,Fannafold,84.0,,POINT (363690.138636364 406862.584090909),64.13745686,-21.8003142,84,Reykjavík,"Fannafold 84, 112"
4292,0,1004778,112.0,Fannafold,Fannafold,85.0,,POINT (363531 406923),64.13793501,-21.80363423,85,Reykjavík,"Fannafold 85, 112"
24552,0,1086862,112.0,Fannafold,Fannafold,86.0,,POINT (363690.375 406859.109090909),64.13742582,-21.80030619,86,Reykjavík,"Fannafold 86, 112"
64346,0,1004779,112.0,Fannafold,Fannafold,87.0,,POINT (363551 406942),64.13811323,-21.80324119,87,Reykjavík,"Fannafold 87, 112"
67723,0,1086863,112.0,Fannafold,Fannafold,88.0,,POINT (363691.05 406854.763636364),64.13738714,-21.80028839,88,Reykjavík,"Fannafold 88, 112"
4293,0,1004780,112.0,Fannafold,Fannafold,89.0,,POINT (363529 406955),64.13822098,-21.8037044,89,Reykjavík,"Fannafold 89, 112"
6530,0,1004713,112.0,Fannafold,Fannafold,9.0,,POINT (363372 406804),64.13680536,-21.80678798,9,Reykjavík,"Fannafold 9, 112"
24553,0,1086864,112.0,Fannafold,Fannafold,90.0,,POINT (363691.702272727 406850.831818182),64.13735217,-21.80027143,90,Reykjavík,"Fannafold 90, 112"
64347,0,1004781,112.0,Fannafold,Fannafold,91.0,,POINT (363513 406967),64.13832215,-21.80404361,91,Reykjavík,"Fannafold 91, 112"
67724,0,1086865,112.0,Fannafold,Fannafold,92.0,,POINT (363722.604545455 406857.327272727),64.13742265,-21.79964332,92,Reykjavík,"Fannafold 92, 112"
4294,0,1004782,112.0,Fannafold,Fannafold,93.0,,POINT (363501 406991),64.13853244,-21.80431168,93,Reykjavík,"Fannafold 93, 112"
24554,0,1086866,112.0,Fannafold,Fannafold,94.0,,POINT (363722.168181818 406861.802272727),64.13746258,-21.79965635,94,Reykjavík,"Fannafold 94, 112"
64348,0,1004783,112.0,Fannafold,Fannafold,95.0,,POINT (363500 407015),64.13874711,-21.80435405,95,Reykjavík,"Fannafold 95, 112"
67725,0,1086867,112.0,Fannafold,Fannafold,96.0,,POINT (363721.622727273 406866.802272727),64.13750717,-21.79967208,96,Reykjavík,"Fannafold 96, 112"
4295,0,1004784,112.0,Fannafold,Fannafold,97.0,,POINT (363501 407040),64.13897154,-21.8043563,97,Reykjavík,"Fannafold 97, 112"
24555,0,1086869,112.0,Fannafold,Fannafold,98.0,,POINT (363720.861363636 406870.731818182),64.13754208,-21.79969128,98,Reykjavík,"Fannafold 98, 112"
4296,0,1004785,112.0,Fannafold,Fannafold,99.0,,POINT (363498 407062),64.13916749,-21.8044379,99,Reykjavík,"Fannafold 99, 112"
8480,0,1004958,111.0,Fannarfell,Fannarfelli,10.0,,POINT (362492.302272727 402886.245454546),64.1013468,-21.8212465,10,Reykjavík,"Fannarfell 10, 111"
8481,0,1004959,111.0,Fannarfell,Fannarfelli,12.0,,POINT (362508.754545455 402885.304545455),64.10134495,-21.82090853,12,Reykjavík,"Fannarfell 12, 111"
8476,0,1004954,111.0,Fannarfell,Fannarfelli,2.0,,POINT (362426.754545455 402890.304545455),64.10135693,-21.82259327,2,Reykjavík,"Fannarfell 2, 111"
8477,0,1004955,111.0,Fannarfell,Fannarfelli,4.0,,POINT (362443.490909091 402889.059090909),64.10135247,-21.82224921,4,Reykjavík,"Fannarfell 4, 111"
8478,0,1004956,111.0,Fannarfell,Fannarfelli,6.0,,POINT (362459.679545455 402888.284090909),64.10135201,-21.8219168,6,Reykjavík,"Fannarfell 6, 111"
8479,0,1004957,111.0,Fannarfell,Fannarfelli,8.0,,POINT (362475.622727273 402887.247727273),64.1013491,-21.82158918,8,Reykjavík,"Fannarfell 8, 111"
64984,0,1108280,108.0,Faxafen,Faxafeni,10.0,,POINT (360412 406071),64.1290459,-21.86683123,10,Reykjavík,"Faxafen 10, 108"
8486,0,1004968,108.0,Faxafen,Faxafeni,11.0,,POINT (360390 406161),64.12984342,-21.86736622,11,Reykjavík,"Faxafen 11, 108"
64985,0,1108281,108.0,Faxafen,Faxafeni,12.0,,POINT (360462 406041),64.12879741,-21.86577783,12,Reykjavík,"Faxafen 12, 108"
34047,0,1108282,108.0,Faxafen,Faxafeni,14.0,,POINT (360515 406021),64.12863973,-21.86467223,14,Reykjavík,"Faxafen 14, 108"
8482,0,1004962,108.0,Faxafen,Faxafeni,2.0,,POINT (360395 406346),64.1315032,-21.8674359,2,Reykjavík,"Faxafen 2, 108"
8483,0,1004963,108.0,Faxafen,Faxafeni,5.0,,POINT (360410 406212),64.13030856,-21.86700349,5,Reykjavík,"Faxafen 5, 108"
8484,0,1004964,108.0,Faxafen,Faxafeni,7.0,,POINT (360462 406192),64.13015049,-21.86591833,7,Reykjavík,"Faxafen 7, 108"
64988,0,1108306,108.0,Faxafen,Faxafeni,8.0,,POINT (360356 406095),64.12923818,-21.86800211,8,Reykjavík,"Faxafen 8, 108"
8485,0,1004966,108.0,Faxafen,Faxafeni,9.0,,POINT (360443 406144),64.12971264,-21.86626336,9,Reykjavík,"Faxafen 9, 108"
105660,0,1201268,101.0,Faxagarður,Faxagarði,1.0,,POINT (357195 408631),64.15066121,-21.93524703,1,Reykjavík,"Faxagarður 1, 101"
76406,0,1004973,107.0,Faxaskjól,Faxaskjóli,10.0,,POINT (355518.254545455 407798.672727273),64.14250126,-21.96885803,10,Reykjavík,"Faxaskjól 10, 107"
8488,0,1004974,107.0,Faxaskjól,Faxaskjóli,12.0,,POINT (355498.418181818 407807.545454545),64.14257241,-21.96927359,12,Reykjavík,"Faxaskjól 12, 107"
76407,0,1004975,107.0,Faxaskjól,Faxaskjóli,14.0,,POINT (355481 407819),64.14266771,-21.96964203,14,Reykjavík,"Faxaskjól 14, 107"
9731,0,1004976,107.0,Faxaskjól,Faxaskjóli,16.0,,POINT (355467 407832),64.14277829,-21.96994182,16,Reykjavík,"Faxaskjól 16, 107"
9732,0,1004977,107.0,Faxaskjól,Faxaskjóli,18.0,,POINT (355452.963636364 407845.836363636),64.14289636,-21.97024317,18,Reykjavík,"Faxaskjól 18, 107"
108907,0,1004982,107.0,Faxaskjól,Faxaskjóli,19.0,,POINT (355335 407754),64.14202377,-21.97257492,19,Reykjavík,"Faxaskjól 19, 107"
9733,0,1004978,107.0,Faxaskjól,Faxaskjóli,20.0,,POINT (355442.127272727 407861.836363636),64.14303515,-21.97048095,20,Reykjavík,"Faxaskjól 20, 107"
9734,0,1004979,107.0,Faxaskjól,Faxaskjóli,22.0,,POINT (355431.127272727 407879.836363636),64.1431918,-21.97072403,22,Reykjavík,"Faxaskjól 22, 107"
9735,0,1004980,107.0,Faxaskjól,Faxaskjóli,24.0,,POINT (355424.254545455 407898.545454545),64.14335654,-21.9708831,24,Reykjavík,"Faxaskjól 24, 107"
29648,0,1017872,107.0,Faxaskjól,Faxaskjóli,25.0,,POINT (355395 408021),64.14444142,-21.97160156,25,Reykjavík,"Faxaskjól 25, 107"
9736,0,1004981,107.0,Faxaskjól,Faxaskjóli,26.0,,POINT (355421 407920),64.1435474,-21.97097058,26,Reykjavík,"Faxaskjól 26, 107"
29646,0,1017869,107.0,Faxaskjól,Faxaskjóli,30.0,,POINT (355442 407998.254545455),64.14425742,-21.97061519,30,Reykjavík,"Faxaskjól 30, 107"
8487,0,1004972,107.0,Faxaskjól,Faxaskjóli,4.0,,POINT (355600.163636364 407791.963636364),64.14247563,-21.96717094,4,Reykjavík,"Faxaskjól 4, 107"
9743,0,1004993,108.0,Fellsmúli,Fellsmúla,10.0,,POINT (359772 406335),64.13115068,-21.88020414,10,Reykjavík,"Fellsmúli 10, 108"
9744,0,1004995,108.0,Fellsmúli,Fellsmúla,11.0,,POINT (359766 406458.859090909),64.13225809,-21.88044304,11,Reykjavík,"Fellsmúli 11, 108"
9745,0,1004996,108.0,Fellsmúli,Fellsmúla,12.0,,POINT (359767 406316),64.13097838,-21.88028893,12,Reykjavík,"Fellsmúli 12, 108"
74750,0,1004997,108.0,Fellsmúli,Fellsmúla,13.0,,POINT (359752 406490),64.13253142,-21.88075934,13,Reykjavík,"Fellsmúli 13, 108"
9746,0,1004998,108.0,Fellsmúli,Fellsmúla,14.0,,POINT (359814 406340),64.13121264,-21.87934735,14,Reykjavík,"Fellsmúli 14, 108"
74751,0,1004999,108.0,Fellsmúli,Fellsmúla,15.0,,POINT (359759 406511),64.13272245,-21.88063539,15,Reykjavík,"Fellsmúli 15, 108"
9747,0,1005000,108.0,Fellsmúli,Fellsmúla,16.0,,POINT (359826.140909091 406325.502272727),64.13108769,-21.87908478,16,Reykjavík,"Fellsmúli 16, 108"
74752,0,1005001,108.0,Fellsmúli,Fellsmúla,17.0,,POINT (359836 406514),64.13278079,-21.87905876,17,Reykjavík,"Fellsmúli 17, 108"
9748,0,1005002,108.0,Fellsmúli,Fellsmúla,18.0,,POINT (359839.140909091 406314.502272727),64.13099443,-21.87880785,18,Reykjavík,"Fellsmúli 18, 108"
74753,0,1005003,108.0,Fellsmúli,Fellsmúla,19.0,,POINT (359841.231818182 406532.288636364),64.1329468,-21.87896854,19,Reykjavík,"Fellsmúli 19, 108"
9737,0,1004985,108.0,Fellsmúli,Fellsmúla,2.0,,POINT (359671.213636364 406398.643181818),64.13167978,-21.88233093,2,Reykjavík,"Fellsmúli 2, 108"
9749,0,1005004,108.0,Fellsmúli,Fellsmúla,20.0,,POINT (359850.140909091 406305.502272727),64.13091827,-21.87857382,20,Reykjavík,"Fellsmúli 20, 108"
74754,0,1005005,108.0,Fellsmúli,Fellsmúla,22.0,,POINT (359863.140909091 406293.502272727),64.13081605,-21.87829596,22,Reykjavík,"Fellsmúli 22, 108"
69654,0,1092756,108.0,Fellsmúli,Fellsmúla,24.0,,POINT (359975.997727273 406275.261363636),64.13069866,-21.87596414,24,Reykjavík,"Fellsmúli 24, 108"
36808,0,1092757,108.0,Fellsmúli,Fellsmúla,26.0,,POINT (359964.213636364 406233.643181818),64.13032092,-21.87616698,26,Reykjavík,"Fellsmúli 26, 108"
98040,0,1092758,108.0,Fellsmúli,Fellsmúla,28.0,,POINT (359907.445454545 406271.120454546),64.13063358,-21.87736633,28,Reykjavík,"Fellsmúli 28, 108"
69655,0,1092759,108.0,Fellsmúli,Fellsmúla,30.0,,POINT (359915.681818182 406299.468181818),64.13089096,-21.87722388,30,Reykjavík,"Fellsmúli 30, 108"
9738,0,1004986,108.0,Fellsmúli,Fellsmúla,4.0,,POINT (359690.213636364 406390.643181818),64.13161586,-21.88193373,4,Reykjavík,"Fellsmúli 4, 108"
9739,0,1004987,108.0,Fellsmúli,Fellsmúla,5.0,,POINT (359792 406402),64.13175922,-21.87985657,5,Reykjavík,"Fellsmúli 5, 108"
9740,0,1004988,108.0,Fellsmúli,Fellsmúla,6.0,,POINT (359714 406362),64.13136892,-21.88141904,6,Reykjavík,"Fellsmúli 6, 108"
9741,0,1004989,108.0,Fellsmúli,Fellsmúla,7.0,,POINT (359798 406420),64.13192296,-21.87975033,7,Reykjavík,"Fellsmúli 7, 108"
9742,0,1004990,108.0,Fellsmúli,Fellsmúla,8.0,,POINT (359706 406344),64.13120436,-21.88156629,8,Reykjavík,"Fellsmúli 8, 108"
68617,0,1004991,108.0,Fellsmúli,Fellsmúla,9.0,,POINT (359788 406451),64.13219666,-21.87998443,9,Reykjavík,"Fellsmúli 9, 108"
9752,0,1005016,109.0,Ferjubakki,Ferjubakka,10.0,,POINT (362226 403774),64.1091953,-21.82751707,10,Reykjavík,"Ferjubakki 10, 109"
74757,0,1005017,109.0,Ferjubakki,Ferjubakka,12.0,,POINT (362225 403758),64.10905153,-21.82752289,12,Reykjavík,"Ferjubakki 12, 109"
9753,0,1005018,109.0,Ferjubakki,Ferjubakka,14.0,,POINT (362210 403754),64.10900967,-21.82782665,14,Reykjavík,"Ferjubakki 14, 109"
74758,0,1005019,109.0,Ferjubakki,Ferjubakka,16.0,,POINT (362191.661363636 403755.590909091),64.10901657,-21.82820397,16,Reykjavík,"Ferjubakki 16, 109"
9750,0,1005012,109.0,Ferjubakki,Ferjubakka,2.0,,POINT (362192 403813),64.10953115,-21.8282497,2,Reykjavík,"Ferjubakki 2, 109"
74755,0,1005013,109.0,Ferjubakki,Ferjubakka,4.0,,POINT (362209.590909091 403812.140909091),64.1095305,-21.82788837,4,Reykjavík,"Ferjubakki 4, 109"
9751,0,1005014,109.0,Ferjubakki,Ferjubakka,6.0,,POINT (362227.536363636 403810.054545455),64.10951901,-21.82751865,6,Reykjavík,"Ferjubakki 6, 109"
74756,0,1005015,109.0,Ferjubakki,Ferjubakka,8.0,,POINT (362226 403792),64.1093566,-21.82753358,8,Reykjavík,"Ferjubakki 8, 109"
104378,0,1139063,110.0,Ferjuvað,Ferjuvaði,1.0,,POINT (364904.429796 402945.560125),64.10283517,-21.77187416,1,Reykjavík,"Ferjuvað 1, 110"
90420,0,1131459,110.0,Ferjuvað,Ferjuvaði,11.0,5.0,POINT (364833 402891),64.10231814,-21.77328879,11,Reykjavík,"Ferjuvað 11, 110"
57778,0,1120618,110.0,Ferjuvað,Ferjuvaði,13.0,5.0,POINT (364837.4375 402942.53125),64.10278168,-21.77324421,13,Reykjavík,"Ferjuvað 13, 110"
106095,0,1139064,110.0,Ferjuvað,Ferjuvaði,3.0,,POINT (364934.063113 402937.093463),64.10277095,-21.77125931,3,Reykjavík,"Ferjuvað 3, 110"
57777,0,1131457,110.0,Ferjuvað,Ferjuvaði,7.0,5.0,POINT (364915 402889),64.10233247,-21.77160671,7,Reykjavík,"Ferjuvað 7, 110"
90223,0,1131458,110.0,Ferjuvað,Ferjuvaði,9.0,5.0,POINT (364874 402898),64.102397,-21.77245494,9,Reykjavík,"Ferjuvað 9, 110"
27860,0,1015752,104.0,Ferjuvogur,Ferjuvogi,13.0,,POINT (360867 406302),64.13130058,-21.85771359,13,Reykjavík,"Ferjuvogur 13, 104"
9754,0,1005021,104.0,Ferjuvogur,Ferjuvogi,15.0,,POINT (360848.731818182 406210.236363636),64.13047089,-21.85800314,15,Reykjavík,"Ferjuvogur 15, 104"
74759,0,1005022,104.0,Ferjuvogur,Ferjuvogi,17.0,,POINT (360839 406193),64.13031249,-21.85818675,17,Reykjavík,"Ferjuvogur 17, 104"
9755,0,1005023,104.0,Ferjuvogur,Ferjuvogi,19.0,,POINT (360827 406173),64.13012841,-21.85841432,19,Reykjavík,"Ferjuvogur 19, 104"
20714,0,1136725,104.0,Ferjuvogur,Ferjuvogi,2.0,,POINT (360816 406323),64.13146808,-21.85877916,2,Reykjavík,"Ferjuvogur 2, 104"
9756,0,1005024,104.0,Ferjuvogur,Ferjuvogi,21.0,,POINT (360812 406159),64.12999688,-21.85870899,21,Reykjavík,"Ferjuvogur 21, 104"
118010,0,1005115,101.0,Fischersund,Fischersundi,1.0,,POINT (356823.17525000026 408391.692499999),64.14836194,-21.94264978,1,Reykjavík,"Fischersund 1, 101"
65957,0,1005116,101.0,Fischersund,Fischersundi,3.0,,POINT (356814 408415),64.14856695,-21.94286037,3,Reykjavík,"Fischersund 3, 101"
11805,0,1005118,110.0,Fiskakvísl,Fiskakvísl,1.0,,POINT (362908.847727273 405114.822727273),64.12148375,-21.81474604,1,Reykjavík,"Fiskakvísl 1, 110"
11810,0,1005127,110.0,Fiskakvísl,Fiskakvísl,10.0,,POINT (362832.436363636 405183.963636364),64.12207281,-21.81637604,10,Reykjavík,"Fiskakvísl 10, 110"
65962,0,1005128,110.0,Fiskakvísl,Fiskakvísl,11.0,,POINT (362789.177272727 405141.106818182),64.12167148,-21.81722389,11,Reykjavík,"Fiskakvísl 11, 110"
11811,0,1005129,110.0,Fiskakvísl,Fiskakvísl,12.0,,POINT (362825 405185.329545455),64.12208208,-21.81652977,12,Reykjavík,"Fiskakvísl 12, 110"
65963,0,1005130,110.0,Fiskakvísl,Fiskakvísl,13.0,,POINT (362763.022727273 405144.822727273),64.12169433,-21.81776358,13,Reykjavík,"Fiskakvísl 13, 110"
11812,0,1005131,110.0,Fiskakvísl,Fiskakvísl,14.0,,POINT (362817 405187),64.12209385,-21.81669534,14,Reykjavík,"Fiskakvísl 14, 110"
66095,0,1005132,110.0,Fiskakvísl,Fiskakvísl,16.0,,POINT (362808.870454545 405188.070454545),64.1221002,-21.81686302,16,Reykjavík,"Fiskakvísl 16, 110"
11813,0,1005133,110.0,Fiskakvísl,Fiskakvísl,18.0,,POINT (362795 405191.222727273),64.1221229,-21.81715032,18,Reykjavík,"Fiskakvísl 18, 110"
65958,0,1005119,110.0,Fiskakvísl,Fiskakvísl,2.0,,POINT (362870.306818182 405169.329545455),64.1219568,-21.81558613,2,Reykjavík,"Fiskakvísl 2, 110"
66096,0,1005134,110.0,Fiskakvísl,Fiskakvísl,20.0,,POINT (362787.281818182 405192.588636364),64.12213206,-21.81730983,20,Reykjavík,"Fiskakvísl 20, 110"
11814,0,1005135,110.0,Fiskakvísl,Fiskakvísl,22.0,,POINT (362779.022727273 405194.070454545),64.12214204,-21.81748054,22,Reykjavík,"Fiskakvísl 22, 110"
66097,0,1005136,110.0,Fiskakvísl,Fiskakvísl,24.0,,POINT (362771.563636364 405195.740909091),64.12215403,-21.81763502,24,Reykjavík,"Fiskakvísl 24, 110"
11815,0,1005137,110.0,Fiskakvísl,Fiskakvísl,26.0,,POINT (362750.518181818 405194.093181818),64.12213085,-21.81806506,26,Reykjavík,"Fiskakvísl 26, 110"
66098,0,1005138,110.0,Fiskakvísl,Fiskakvísl,28.0,,POINT (362733.306818182 405189.811363636),64.1220856,-21.81841406,28,Reykjavík,"Fiskakvísl 28, 110"
11806,0,1005120,110.0,Fiskakvísl,Fiskakvísl,3.0,,POINT (362890 405117.977272727),64.12150449,-21.81513539,3,Reykjavík,"Fiskakvísl 3, 110"
11816,0,1005139,110.0,Fiskakvísl,Fiskakvísl,30.0,,POINT (362717 405178.659090909),64.12197914,-21.81873823,30,Reykjavík,"Fiskakvísl 30, 110"
66099,0,1005140,110.0,Fiskakvísl,Fiskakvísl,32.0,,POINT (362707.540909091 405163.070454545),64.12183567,-21.81891793,32,Reykjavík,"Fiskakvísl 32, 110"
11817,0,1005141,110.0,Fiskakvísl,Fiskakvísl,34.0,,POINT (362699.411363636 405137.788636364),64.12160587,-21.81906149,34,Reykjavík,"Fiskakvísl 34, 110"
65959,0,1005121,110.0,Fiskakvísl,Fiskakvísl,4.0,,POINT (362862.588636364 405170.788636364),64.12196679,-21.81574572,4,Reykjavík,"Fiskakvísl 4, 110"
11807,0,1005122,110.0,Fiskakvísl,Fiskakvísl,5.0,,POINT (362864.436363636 405125.259090909),64.12155954,-21.81566622,5,Reykjavík,"Fiskakvísl 5, 110"
65960,0,1005123,110.0,Fiskakvísl,Fiskakvísl,6.0,,POINT (362854.611363636 405171.681818182),64.12197161,-21.81591011,6,Reykjavík,"Fiskakvísl 6, 110"
11808,0,1005124,110.0,Fiskakvísl,Fiskakvísl,7.0,,POINT (362844.284090909 405128.259090909),64.12157837,-21.81608219,7,Reykjavík,"Fiskakvísl 7, 110"
65961,0,1005125,110.0,Fiskakvísl,Fiskakvísl,8.0,,POINT (362846.870454545 405173),64.12198033,-21.81607005,8,Reykjavík,"Fiskakvísl 8, 110"
11809,0,1005126,110.0,Fiskakvísl,Fiskakvísl,9.0,,POINT (362808.822727273 405138.081818182),64.12165223,-21.8168183,9,Reykjavík,"Fiskakvísl 9, 110"
56418,0,1117400,101.0,Fiskislóð,Fiskislóð,1.0,,POINT (356365.315909091 409080.986363636),64.15434677,-21.95270752,1,Reykjavík,"Fiskislóð 1, 101"
35047,0,1098391,101.0,Fiskislóð,Fiskislóð,10.0,,POINT (356467 409033),64.15395937,-21.95057422,10,Reykjavík,"Fiskislóð 10, 101"
4158,0,1124484,101.0,Fiskislóð,Fiskislóð,11.0,,POINT (356407.765909091 409268.970454545),64.15604893,-21.95201646,11,Reykjavík,"Fiskislóð 11, 101"
15156,0,1095564,101.0,Fiskislóð,Fiskislóð,12.0,,POINT (356508 409045),64.15408405,-21.94974412,12,Reykjavík,"Fiskislóð 12, 101"
67609,0,1090841,101.0,Fiskislóð,Fiskislóð,14.0,,POINT (356573 409081),64.15443381,-21.94844435,14,Reykjavík,"Fiskislóð 14, 101"
74267,0,1124151,101.0,Fiskislóð,Fiskislóð,15.0,,POINT (356509.184090909 409188.661363636),64.15537179,-21.94985752,15,Reykjavík,"Fiskislóð 15, 101"
25828,0,1090839,101.0,Fiskislóð,Fiskislóð,16.0,,POINT (356606 409126),64.15485082,-21.94781005,16,Reykjavík,"Fiskislóð 16, 101"
25829,0,1090840,101.0,Fiskislóð,Fiskislóð,18.0,,POINT (356636 409144),64.15502465,-21.94721146,18,Reykjavík,"Fiskislóð 18, 101"
