,SVFNR,HEINUM,POSTNR,HEITI_NF,HEITI_TGF,HUSNR,NAKV_XY,HNIT,N_HNIT_WGS84,E_HNIT_WGS84,HUSMERKING,municipality,houses
26273,0,1016930,112.0,Stararimi,Stararima,27.0,,POINT (363756 408332),64.15065079,-21.80029925,27,Reykjavík,"Stararimi 27, 112"
55425,0,1016931,112.0,Stararimi,Stararima,29.0,,POINT (363718 408339),64.15069842,-21.80108564,29,Reykjavík,"Stararimi 29, 112"
20673,0,1016919,112.0,Stararimi,Stararima,3.0,,POINT (363790 408320),64.15055676,-21.79959043,3,Reykjavík,"Stararimi 3, 112"
26274,0,1016932,112.0,Stararimi,Stararima,31.0,,POINT (363710 408315),64.15048017,-21.80122801,31,Reykjavík,"Stararimi 31, 112"
55426,0,1016933,112.0,Stararimi,Stararima,33.0,,POINT (363700 408286),64.15021633,-21.80140688,33,Reykjavík,"Stararimi 33, 112"
109280,0,1016934,112.0,Stararimi,Stararima,35.0,,POINT (363678 408276),64.15011797,-21.80184935,35,Reykjavík,"Stararimi 35, 112"
55427,0,1016935,112.0,Stararimi,Stararima,37.0,,POINT (363663 408251),64.14988798,-21.80213448,37,Reykjavík,"Stararimi 37, 112"
26275,0,1016936,112.0,Stararimi,Stararima,39.0,,POINT (363652 408222),64.14962373,-21.80233387,39,Reykjavík,"Stararimi 39, 112"
67906,0,1084994,112.0,Stararimi,Stararima,4.0,,POINT (363767 408392),64.15119283,-21.80012805,4,Reykjavík,"Stararimi 4, 112"
55428,0,1016937,112.0,Stararimi,Stararima,41.0,,POINT (363639 408199),64.14941245,-21.80257976,41,Reykjavík,"Stararimi 41, 112"
26276,0,1016938,112.0,Stararimi,Stararima,43.0,,POINT (363625 408180),64.14923663,-21.80284982,43,Reykjavík,"Stararimi 43, 112"
55429,0,1016939,112.0,Stararimi,Stararima,45.0,,POINT (363609 408152),64.14897935,-21.80315273,45,Reykjavík,"Stararimi 45, 112"
26277,0,1016940,112.0,Stararimi,Stararima,47.0,,POINT (363611 408115),64.14864858,-21.80307798,47,Reykjavík,"Stararimi 47, 112"
26278,0,1016941,112.0,Stararimi,Stararima,49.0,,POINT (363570 408107),64.14856059,-21.80391222,49,Reykjavík,"Stararimi 49, 112"
53905,0,1016920,112.0,Stararimi,Stararima,5.0,,POINT (363778 408293),64.15031004,-21.79981219,5,Reykjavík,"Stararimi 5, 112"
55430,0,1016942,112.0,Stararimi,Stararima,51.0,,POINT (363570 408136),64.14882046,-21.80393864,51,Reykjavík,"Stararimi 51, 112"
26279,0,1016943,112.0,Stararimi,Stararima,53.0,,POINT (363577 408157),64.14901143,-21.80381409,53,Reykjavík,"Stararimi 53, 112"
55431,0,1016944,112.0,Stararimi,Stararima,55.0,,POINT (363584 408192),64.14932786,-21.8037023,55,Reykjavík,"Stararimi 55, 112"
26280,0,1016945,112.0,Stararimi,Stararima,57.0,,POINT (363600 408212),64.14951344,-21.8033921,57,Reykjavík,"Stararimi 57, 112"
55432,0,1016946,112.0,Stararimi,Stararima,59.0,,POINT (363620.131818182 408235.95),64.14973607,-21.80300069,59,Reykjavík,"Stararimi 59, 112"
24629,0,1084997,112.0,Stararimi,Stararima,6.0,,POINT (363786 408377),64.15106596,-21.79972439,6,Reykjavík,"Stararimi 6, 112"
26281,0,1016947,112.0,Stararimi,Stararima,61.0,,POINT (363626 408263),64.1499808,-21.80290488,61,Reykjavík,"Stararimi 61, 112"
55433,0,1016948,112.0,Stararimi,Stararima,63.0,,POINT (363637 408283),64.1501644,-21.8026973,63,Reykjavík,"Stararimi 63, 112"
26282,0,1016949,112.0,Stararimi,Stararima,65.0,,POINT (363659 408309),64.15040614,-21.8022694,65,Reykjavík,"Stararimi 65, 112"
55434,0,1016950,112.0,Stararimi,Stararima,67.0,,POINT (363673 408327),64.15057301,-21.80199841,67,Reykjavík,"Stararimi 67, 112"
55779,0,1016951,112.0,Stararimi,Stararima,69.0,,POINT (363680 408358),64.15085359,-21.80188295,69,Reykjavík,"Stararimi 69, 112"
20674,0,1016921,112.0,Stararimi,Stararima,7.0,,POINT (363766.065909091 408270.409090909),64.15010286,-21.8000366,7,Reykjavík,"Stararimi 7, 112"
24628,0,1084995,112.0,Stararimi,Stararima,8.0,,POINT (363804 408363),64.15094765,-21.79934217,8,Reykjavík,"Stararimi 8, 112"
53906,0,1016922,112.0,Stararimi,Stararima,9.0,,POINT (363750 408248),64.14989566,-21.80034598,9,Reykjavík,"Stararimi 9, 112"
16549,0,1087623,112.0,Starengi,Starengi,10.0,,POINT (364928 408238),64.15027195,-21.77615678,10,Reykjavík,"Starengi 10, 112"
70720,0,1089563,112.0,Starengi,Starengi,100.0,,POINT (365022.734090909 408077.395454545),64.14887001,-21.77406744,100,Reykjavík,"Starengi 100, 112"
17050,0,1090359,112.0,Starengi,Starengi,102.0,,POINT (365050 408080),64.14890407,-21.77351013,102,Reykjavík,"Starengi 102, 112"
17051,0,1090360,112.0,Starengi,Starengi,104.0,,POINT (365065.193181818 408078.863636364),64.14889987,-21.77319726,104,Reykjavík,"Starengi 104, 112"
76532,0,1090361,112.0,Starengi,Starengi,106.0,,POINT (365079.129545455 408078.259090909),64.14889993,-21.77291066,106,Reykjavík,"Starengi 106, 112"
13110,0,1084104,112.0,Starengi,Starengi,108.0,,POINT (365077 408049),64.14863689,-21.77292801,108,Reykjavík,"Starengi 108, 112"
73404,0,1084105,112.0,Starengi,Starengi,110.0,,POINT (365053 408052),64.14865433,-21.77342333,110,Reykjavík,"Starengi 110, 112"
13111,0,1084106,112.0,Starengi,Starengi,112.0,,POINT (365023 408049),64.14861565,-21.77403639,112,Reykjavík,"Starengi 112, 112"
73405,0,1084107,112.0,Starengi,Starengi,114.0,,POINT (365003 408044),64.14856297,-21.77444239,114,Reykjavík,"Starengi 114, 112"
13112,0,1084108,112.0,Starengi,Starengi,116.0,,POINT (364982 408042),64.14853678,-21.77487163,116,Reykjavík,"Starengi 116, 112"
20935,0,1086515,112.0,Starengi,Starengi,118.0,,POINT (365035 408011),64.14827984,-21.77375584,118,Reykjavík,"Starengi 118, 112"
18363,0,1087624,112.0,Starengi,Starengi,12.0,,POINT (364921 408250),64.15037673,-21.77631129,12,Reykjavík,"Starengi 12, 112"
20934,0,1086514,112.0,Starengi,Starengi,120.0,,POINT (365069 408008),64.14826633,-21.77305528,120,Reykjavík,"Starengi 120, 112"
18364,0,1087625,112.0,Starengi,Starengi,14.0,,POINT (364937 408268),64.15054434,-21.7759991,14,Reykjavík,"Starengi 14, 112"
18365,0,1087626,112.0,Starengi,Starengi,16.0,,POINT (364946 408275),64.15061061,-21.77582067,16,Reykjavík,"Starengi 16, 112"
18366,0,1087627,112.0,Starengi,Starengi,18.0,,POINT (364956 408280),64.15065936,-21.77561991,18,Reykjavík,"Starengi 18, 112"
22869,0,1085821,112.0,Starengi,Starengi,2.0,,POINT (365048 408322),64.15107194,-21.77376927,2,Reykjavík,"Starengi 2, 112"
18367,0,1087628,112.0,Starengi,Starengi,20.0,,POINT (364972 408269),64.15056708,-21.77528156,20,Reykjavík,"Starengi 20, 112"
24743,0,1086959,112.0,Starengi,Starengi,22.0,,POINT (364998 408291),64.15077447,-21.77476769,22,Reykjavík,"Starengi 22, 112"
62146,0,1088664,112.0,Starengi,Starengi,24.0,,POINT (365031 408244),64.15036627,-21.77404793,24,Reykjavík,"Starengi 24, 112"
32786,0,1088665,112.0,Starengi,Starengi,26.0,,POINT (365037 408266),64.15056578,-21.7739446,26,Reykjavík,"Starengi 26, 112"
62147,0,1088666,112.0,Starengi,Starengi,28.0,,POINT (365060 408271),64.15061963,-21.77347698,28,Reykjavík,"Starengi 28, 112"
32787,0,1088667,112.0,Starengi,Starengi,30.0,,POINT (365081 408263),64.1505562,-21.77303871,30,Reykjavík,"Starengi 30, 112"
62148,0,1088668,112.0,Starengi,Starengi,32.0,,POINT (365085 408246),64.15040543,-21.77294128,32,Reykjavík,"Starengi 32, 112"
36660,0,1089440,112.0,Starengi,Starengi,36.0,,POINT (364983 408198),64.14993515,-21.77499175,36,Reykjavík,"Starengi 36, 112"
69298,0,1089441,112.0,Starengi,Starengi,38.0,,POINT (364997 408202),64.14997651,-21.77470798,38,Reykjavík,"Starengi 38, 112"
22870,0,1085822,112.0,Starengi,Starengi,4.0,,POINT (365019 408323),64.15106949,-21.77436547,4,Reykjavík,"Starengi 4, 112"
36661,0,1089442,112.0,Starengi,Starengi,40.0,,POINT (365009.734090909 408203.588636364),64.14999576,-21.77444803,40,Reykjavík,"Starengi 40, 112"
20010,0,1086378,112.0,Starengi,Starengi,42.0,,POINT (365039.329545455 408205.604545455),64.15002547,-21.77384235,42,Reykjavík,"Starengi 42, 112"
53325,0,1086379,112.0,Starengi,Starengi,44.0,,POINT (365056.063636364 408205),64.15002663,-21.77349831,44,Reykjavík,"Starengi 44, 112"
20011,0,1086380,112.0,Starengi,Starengi,46.0,,POINT (365069 408203.329545455),64.15001675,-21.77323127,46,Reykjavík,"Starengi 46, 112"
20012,0,1086381,112.0,Starengi,Starengi,48.0,,POINT (365082.402272727 408203.256818182),64.15002137,-21.7729561,48,Reykjavík,"Starengi 48, 112"
53326,0,1086382,112.0,Starengi,Starengi,50.0,,POINT (365097.797727273 408201.588636364),64.15001248,-21.77263858,50,Reykjavík,"Starengi 50, 112"
13106,0,1084090,112.0,Starengi,Starengi,52.0,,POINT (365095 408173.145454545),64.14975649,-21.77267038,52,Reykjavík,"Starengi 52, 112"
94312,0,1084095,112.0,Starengi,Starengi,54.0,,POINT (365075.202272727 408174.009090909),64.14975644,-21.77307754,54,Reykjavík,"Starengi 54, 112"
13107,0,1084096,112.0,Starengi,Starengi,56.0,,POINT (365056 408177),64.14977569,-21.77347438,56,Reykjavík,"Starengi 56, 112"
13108,0,1084097,112.0,Starengi,Starengi,58.0,,POINT (365037.402272727 408176.661363636),64.14976534,-21.77385582,58,Reykjavík,"Starengi 58, 112"
22871,0,1085823,112.0,Starengi,Starengi,6.0,,POINT (364992 408322),64.15104991,-21.7749188,6,Reykjavík,"Starengi 6, 112"
13109,0,1084100,112.0,Starengi,Starengi,60.0,,POINT (365010.395454545 408175.338636364),64.14974286,-21.77440898,60,Reykjavík,"Starengi 60, 112"
73403,0,1084101,112.0,Starengi,Starengi,62.0,,POINT (364988.395454545 408171.338636364),64.14969835,-21.77485696,62,Reykjavík,"Starengi 62, 112"
32744,0,1088520,112.0,Starengi,Starengi,68.0,,POINT (364990.063636364 408134.927272727),64.14937271,-21.77478989,68,Reykjavík,"Starengi 68, 112"
32745,0,1088521,112.0,Starengi,Starengi,70.0,,POINT (365002.797727273 408138.129545455),64.14940642,-21.7745314,70,Reykjavík,"Starengi 70, 112"
32746,0,1088522,112.0,Starengi,Starengi,72.0,,POINT (365015 408140),64.14942799,-21.77428262,72,Reykjavík,"Starengi 72, 112"
20001,0,1086304,112.0,Starengi,Starengi,74.0,,POINT (365046 408143),64.14946707,-21.77364901,74,Reykjavík,"Starengi 74, 112"
53191,0,1086305,112.0,Starengi,Starengi,76.0,,POINT (365060 408141),64.14945465,-21.77335984,76,Reykjavík,"Starengi 76, 112"
53190,0,1086303,112.0,Starengi,Starengi,78.0,,POINT (365072.597727273 408140.990909091),64.14945953,-21.77310125,78,Reykjavík,"Starengi 78, 112"
16548,0,1087622,112.0,Starengi,Starengi,8.0,,POINT (364933 408227),64.15017535,-21.77604423,8,Reykjavík,"Starengi 8, 112"
20002,0,1086306,112.0,Starengi,Starengi,80.0,,POINT (365087.734090909 408139.525),64.14945234,-21.77278924,80,Reykjavík,"Starengi 80, 112"
13101,0,1084079,112.0,Starengi,Starengi,82.0,,POINT (365085.870454545 408112.275),64.14920741,-21.77280294,82,Reykjavík,"Starengi 82, 112"
13102,0,1084080,112.0,Starengi,Starengi,84.0,,POINT (365062 408113),64.14920452,-21.77329356,84,Reykjavík,"Starengi 84, 112"
13103,0,1084081,112.0,Starengi,Starengi,86.0,,POINT (365044.129545455 408115.806818182),64.14922264,-21.7736629,86,Reykjavík,"Starengi 86, 112"
13104,0,1084082,112.0,Starengi,Starengi,88.0,,POINT (365018.265909091 408113.936363636),64.1491957,-21.77419209,88,Reykjavík,"Starengi 88, 112"
13105,0,1084083,112.0,Starengi,Starengi,90.0,,POINT (364998.265909091 408107.936363636),64.14913407,-21.7745972,90,Reykjavík,"Starengi 90, 112"
13100,0,1084078,112.0,Starengi,Starengi,92.0,,POINT (364978.265909091 408104.936363636),64.14909931,-21.77500501,92,Reykjavík,"Starengi 92, 112"
38070,0,1089560,112.0,Starengi,Starengi,94.0,,POINT (364980 408069),64.14877795,-21.77493702,94,Reykjavík,"Starengi 94, 112"
70719,0,1089561,112.0,Starengi,Starengi,96.0,,POINT (364995.265909091 408072.468181818),64.14881504,-21.7746268,96,Reykjavík,"Starengi 96, 112"
38071,0,1089562,112.0,Starengi,Starengi,98.0,,POINT (365009 408075.056818182),64.14884364,-21.77434723,98,Reykjavík,"Starengi 98, 112"
115479,0,1128833,107.0,Starhagi,Starhaga,1.0,,POINT (356026.263636364 406929.888636364),64.13493033,-21.95759995,1,Reykjavík,"Starhagi 1, 107"
55781,0,1016956,107.0,Starhagi,Starhaga,10.0,,POINT (355982 407017),64.1356923,-21.9585916,10,Reykjavík,"Starhagi 10, 107"
67890,0,1084881,107.0,Starhagi,Starhaga,11.0,,POINT (355929 406981),64.13534748,-21.9596442,11,Reykjavík,"Starhagi 11, 107"
26449,0,1016957,107.0,Starhagi,Starhaga,12.0,,POINT (355963 407026),64.13576496,-21.95899,12,Reykjavík,"Starhagi 12, 107"
55782,0,1016958,107.0,Starhagi,Starhaga,14.0,,POINT (355947 407037),64.13585681,-21.95932878,14,Reykjavík,"Starhagi 14, 107"
26450,0,1016959,107.0,Starhagi,Starhaga,16.0,,POINT (355926 407047),64.1359376,-21.95976918,16,Reykjavík,"Starhagi 16, 107"
26446,0,1016952,107.0,Starhagi,Starhaga,2.0,,POINT (356052 406976),64.1353543,-21.95711631,2,Reykjavík,"Starhagi 2, 107"
115480,0,1128832,107.0,Starhagi,Starhaga,3.0,,POINT (356008.879545455 406937.588636364),64.13499203,-21.95796394,3,Reykjavík,"Starhagi 3, 107"
26447,0,1016953,107.0,Starhagi,Starhaga,4.0,,POINT (356034 406988),64.13545427,-21.95749706,4,Reykjavík,"Starhagi 4, 107"
29763,0,1019965,107.0,Starhagi,Starhaga,5.0,,POINT (355986 406947),64.13506676,-21.9584423,5,Reykjavík,"Starhagi 5, 107"
55780,0,1016954,107.0,Starhagi,Starhaga,6.0,,POINT (356017 406995),64.13550986,-21.95785251,6,Reykjavík,"Starhagi 6, 107"
62433,0,1019969,107.0,Starhagi,Starhaga,7.0,,POINT (355972 406953),64.13511465,-21.95873525,7,Reykjavík,"Starhagi 7, 107"
26448,0,1016955,107.0,Starhagi,Starhaga,8.0,,POINT (355999.504545455 407006.609090909),64.13560654,-21.95822255,8,Reykjavík,"Starhagi 8, 107"
29762,0,1019964,107.0,Starhagi,Starhaga,9.0,,POINT (355958 406958),64.13515357,-21.95902723,9,Reykjavík,"Starhagi 9, 107"
4008,0,1124997,108.0,Starmýri,Starmýri,2.0,,POINT (359187.927272727 406815.775),64.13521961,-21.8926355,2B,Reykjavík,"Starmýri 2, 108"
55783,0,1016962,108.0,Starmýri,Starmýri,4.0,,POINT (359208.675 406809.559090909),64.13517243,-21.89220404,4,Reykjavík,"Starmýri 4, 108"
9180,0,1123280,108.0,Starmýri,Starmýri,6.0,,POINT (359222 406793.209090909),64.13503139,-21.89191534,6A,Reykjavík,"Starmýri 6, 108"
109286,0,1016964,108.0,Starmýri,Starmýri,8.0,,POINT (359241 406811.35),64.13520173,-21.89154261,8,Reykjavík,"Starmýri 8, 108"
55784,0,1016966,111.0,Starrahólar,Starrahólum,1.0,,POINT (363263 403825),64.11006667,-21.80630935,1,Reykjavík,"Starrahólar 1, 111"
26455,0,1016975,111.0,Starrahólar,Starrahólum,10.0,,POINT (363378 403735),64.10930592,-21.80387038,10,Reykjavík,"Starrahólar 10, 111"
56305,0,1016976,111.0,Starrahólar,Starrahólum,11.0,,POINT (363372 403803),64.10991289,-21.80405521,11,Reykjavík,"Starrahólar 11, 111"
26604,0,1016977,111.0,Starrahólar,Starrahólum,13.0,,POINT (363392 403794),64.1098402,-21.8036371,13,Reykjavík,"Starrahólar 13, 111"
56306,0,1016978,111.0,Starrahólar,Starrahólum,15.0,,POINT (363406 403767),64.10960381,-21.80332559,15,Reykjavík,"Starrahólar 15, 111"
26451,0,1016967,111.0,Starrahólar,Starrahólum,2.0,,POINT (363301 403797),64.10983088,-21.80550499,2,Reykjavík,"Starrahólar 2, 111"
55785,0,1016968,111.0,Starrahólar,Starrahólum,3.0,,POINT (363285 403852),64.11031738,-21.805883,3,Reykjavík,"Starrahólar 3, 111"
26452,0,1016969,111.0,Starrahólar,Starrahólum,4.0,,POINT (363321 403788),64.10975819,-21.80508688,4,Reykjavík,"Starrahólar 4, 111"
55786,0,1016970,111.0,Starrahólar,Starrahólum,5.0,,POINT (363311 403844),64.11025603,-21.80534281,5,Reykjavík,"Starrahólar 5, 111"
26453,0,1016971,111.0,Starrahólar,Starrahólum,6.0,,POINT (363342 403772),64.10962316,-21.8046419,6,Reykjavík,"Starrahólar 6, 111"
55787,0,1016972,111.0,Starrahólar,Starrahólum,7.0,,POINT (363332 403830),64.11013893,-21.80489964,7,Reykjavík,"Starrahólar 7, 111"
26454,0,1016973,111.0,Starrahólar,Starrahólum,8.0,,POINT (363363 403759),64.10951502,-21.80419965,8,Reykjavík,"Starrahólar 8, 111"
55788,0,1016974,111.0,Starrahólar,Starrahólum,9.0,,POINT (363353 403817),64.11003079,-21.80445738,9,Reykjavík,"Starrahólar 9, 111"
66760,0,1016793,109.0,Staðarbakki,Staðarbakka,10.0,,POINT (361629.125 403832.661363636),64.10948106,-21.83980426,10,Reykjavík,"Staðarbakki 10, 109"
22242,0,1016794,109.0,Staðarbakki,Staðarbakka,12.0,,POINT (361629 403823),64.10939444,-21.83979792,12,Reykjavík,"Staðarbakki 12, 109"
66761,0,1016795,109.0,Staðarbakki,Staðarbakka,14.0,,POINT (361628 403814),64.10931338,-21.83981013,14,Reykjavík,"Staðarbakki 14, 109"
22243,0,1016796,109.0,Staðarbakki,Staðarbakka,16.0,,POINT (361627 403794),64.10913376,-21.8398122,16,Reykjavík,"Staðarbakki 16, 109"
66762,0,1016797,109.0,Staðarbakki,Staðarbakka,18.0,,POINT (361626 403784),64.10904375,-21.83982348,18,Reykjavík,"Staðarbakki 18, 109"
66758,0,1016789,109.0,Staðarbakki,Staðarbakka,2.0,,POINT (361631.070454545 403869.268181818),64.10980988,-21.83979811,2,Reykjavík,"Staðarbakki 2, 109"
22244,0,1016798,109.0,Staðarbakki,Staðarbakka,20.0,,POINT (361625.802272727 403774.197727273),64.10895583,-21.8398185,20,Reykjavík,"Staðarbakki 20, 109"
66763,0,1016799,109.0,Staðarbakki,Staðarbakka,22.0,,POINT (361625 403766),64.10888205,-21.83982739,22,Reykjavík,"Staðarbakki 22, 109"
22245,0,1016800,109.0,Staðarbakki,Staðarbakka,24.0,,POINT (361624 403755),64.10878308,-21.83983775,24,Reykjavík,"Staðarbakki 24, 109"
66764,0,1016801,109.0,Staðarbakki,Staðarbakka,26.0,,POINT (361624 403747),64.10871139,-21.83983038,26,Reykjavík,"Staðarbakki 26, 109"
22246,0,1016802,109.0,Staðarbakki,Staðarbakka,28.0,,POINT (361622.552272727 403726.197727273),64.1085244,-21.83984089,28,Reykjavík,"Staðarbakki 28, 109"
22247,0,1016803,109.0,Staðarbakki,Staðarbakka,30.0,,POINT (361621.818181818 403718),64.10845064,-21.83984838,30,Reykjavík,"Staðarbakki 30, 109"
66765,0,1016804,109.0,Staðarbakki,Staðarbakka,32.0,,POINT (361621.284090909 403707.590909091),64.10835715,-21.83984973,32,Reykjavík,"Staðarbakki 32, 109"
22248,0,1016805,109.0,Staðarbakki,Staðarbakka,34.0,,POINT (361621.015909091 403698.197727273),64.10827287,-21.83984658,34,Reykjavík,"Staðarbakki 34, 109"
66766,0,1016806,109.0,Staðarbakki,Staðarbakka,36.0,,POINT (361621.015909091 403689.197727273),64.10819223,-21.83983829,36,Reykjavík,"Staðarbakki 36, 109"
108790,0,1016790,109.0,Staðarbakki,Staðarbakka,4.0,,POINT (361631 403862),64.10974472,-21.83979286,4,Reykjavík,"Staðarbakki 4, 109"
66759,0,1016791,109.0,Staðarbakki,Staðarbakka,6.0,,POINT (361630 403851),64.10964574,-21.83980322,6,Reykjavík,"Staðarbakki 6, 109"
22241,0,1016792,109.0,Staðarbakki,Staðarbakka,8.0,,POINT (361629.802272727 403841.536363636),64.10956086,-21.83979856,8,Reykjavík,"Staðarbakki 8, 109"
22249,0,1016810,109.0,Staðarsel,Staðarseli,1.0,,POINT (360919 402598),64.09813068,-21.85321564,1,Reykjavík,"Staðarsel 1, 109"
66767,0,1016811,109.0,Staðarsel,Staðarseli,2.0,,POINT (360940 402637),64.09848865,-21.8528215,2,Reykjavík,"Staðarsel 2, 109"
22250,0,1016812,109.0,Staðarsel,Staðarseli,3.0,,POINT (360886.588636364 402617.588636364),64.09829309,-21.85389778,3,Reykjavík,"Staðarsel 3, 109"
66768,0,1016813,109.0,Staðarsel,Staðarseli,4.0,,POINT (360916.995454546 402649.786363636),64.09859392,-21.85330463,4,Reykjavík,"Staðarsel 4, 109"
22251,0,1016814,109.0,Staðarsel,Staðarseli,5.0,,POINT (360852.825 402642.754545455),64.09850493,-21.85461279,5,Reykjavík,"Staðarsel 5, 109"
66769,0,1016815,109.0,Staðarsel,Staðarseli,6.0,,POINT (360892.790909091 402661.190909091),64.09868631,-21.85381107,6,Reykjavík,"Staðarsel 6, 109"
22252,0,1016816,109.0,Staðarsel,Staðarseli,8.0,,POINT (360873.184090909 402673),64.0987842,-21.85422369,8,Reykjavík,"Staðarsel 8, 109"
93999,0,1010743,104.0,Stefnisvogur,Stefnisvogi,1.0,,POINT (361733 406734),64.13552165,-21.84034883,1,Reykjavík,"Stefnisvogur 1, 104"
95476,0,1164652,104.0,Stefnisvogur,Stefnisvogi,12.0,,POINT (361717 406672),64.13495963,-21.84061988,12,Reykjavík,"Stefnisvogur 12, 104"
96883,0,1164651,104.0,Stefnisvogur,Stefnisvogi,2.0,,POINT (361652 406664),64.13486174,-21.84194593,2,Reykjavík,"Stefnisvogur 2, 104"
119354,0,1164653,104.0,Stefnisvogur,Stefnisvogi,24.0,,POINT (361779 406676),64.13502045,-21.83935167,24,Reykjavík,"Stefnisvogur 24, 104"
119355,0,1164654,104.0,Stefnisvogur,Stefnisvogi,36.0,,POINT (361845 406692),64.1351904,-21.83801246,36,Reykjavík,"Stefnisvogur 36, 104"
26605,0,1016979,108.0,Steinagerði,Steinagerði,1.0,,POINT (360074 405727),64.1258258,-21.87344255,1,Reykjavík,"Steinagerði 1, 108"
26758,0,1016988,108.0,Steinagerði,Steinagerði,10.0,,POINT (360032 405656),64.12517246,-21.87423761,10,Reykjavík,"Steinagerði 10, 108"
28018,0,1016989,108.0,Steinagerði,Steinagerði,11.0,,POINT (360059 405632),64.12496841,-21.87366154,11,Reykjavík,"Steinagerði 11, 108"
57283,0,1016990,108.0,Steinagerði,Steinagerði,12.0,,POINT (360029 405636),64.12499203,-21.87428047,12,Reykjavík,"Steinagerði 12, 108"
28019,0,1016991,108.0,Steinagerði,Steinagerði,13.0,,POINT (360063 405613),64.12479979,-21.87356179,13,Reykjavík,"Steinagerði 13, 108"
57284,0,1016992,108.0,Steinagerði,Steinagerði,14.0,,POINT (360024 405618),64.12482869,-21.8743662,14,Reykjavík,"Steinagerði 14, 108"
28020,0,1016993,108.0,Steinagerði,Steinagerði,15.0,,POINT (360058.113636364 405587.854545455),64.12457247,-21.87363853,15,Reykjavík,"Steinagerði 15, 108"
57285,0,1016994,108.0,Steinagerði,Steinagerði,16.0,,POINT (360019.370454545 405597.427272727),64.12464246,-21.87444194,16,Reykjavík,"Steinagerði 16, 108"
28021,0,1016995,108.0,Steinagerði,Steinagerði,17.0,,POINT (360055.686363636 405562.538636364),64.12434464,-21.87366469,17,Reykjavík,"Steinagerði 17, 108"
57286,0,1016996,108.0,Steinagerði,Steinagerði,18.0,,POINT (360015 405572),64.12441283,-21.87450784,18,Reykjavík,"Steinagerði 18, 108"
28022,0,1016997,108.0,Steinagerði,Steinagerði,19.0,,POINT (360033 405565),64.12435744,-21.8741322,19,Reykjavík,"Steinagerði 19, 108"
56307,0,1016980,108.0,Steinagerði,Steinagerði,2.0,,POINT (360040.313636364 405730.854545455),64.1258466,-21.87413696,2,Reykjavík,"Steinagerði 2, 108"
26606,0,1016981,108.0,Steinagerði,Steinagerði,3.0,,POINT (360069 405708),64.1256535,-21.87352736,3,Reykjavík,"Steinagerði 3, 108"
93471,0,1016982,108.0,Steinagerði,Steinagerði,4.0,,POINT (360038.740909091 405709.797727273),64.12565728,-21.87414956,4,Reykjavík,"Steinagerði 4, 108"
56308,0,1016983,108.0,Steinagerði,Steinagerði,5.0,,POINT (360070 405688),64.1254747,-21.8734882,5,Reykjavík,"Steinagerði 5, 108"
26607,0,1016984,108.0,Steinagerði,Steinagerði,6.0,,POINT (360036 405692),64.12549668,-21.87418917,6,Reykjavík,"Steinagerði 6, 108"
56473,0,1016985,108.0,Steinagerði,Steinagerði,7.0,,POINT (360068 405670),64.12531259,-21.87351242,7,Reykjavík,"Steinagerði 7, 108"
26757,0,1016986,108.0,Steinagerði,Steinagerði,8.0,,POINT (360032 405674),64.12533376,-21.8742544,8,Reykjavík,"Steinagerði 8, 108"
56474,0,1016987,108.0,Steinagerði,Steinagerði,9.0,,POINT (360062 405652),64.12514885,-21.87361867,9,Reykjavík,"Steinagerði 9, 108"
57287,0,1016998,109.0,Steinasel,Steinaseli,1.0,,POINT (360943 402558),64.09778196,-21.85268695,1,Reykjavík,"Steinasel 1, 109"
28023,0,1016999,109.0,Steinasel,Steinaseli,2.0,,POINT (360932 402517),64.09741011,-21.85287437,2,Reykjavík,"Steinasel 2, 109"
57288,0,1017000,109.0,Steinasel,Steinaseli,3.0,,POINT (360964.995454545 402546),64.09768333,-21.85222524,3,Reykjavík,"Steinasel 3, 109"
28024,0,1017001,109.0,Steinasel,Steinaseli,4.0,,POINT (360948 402508),64.09733594,-21.85253827,4,Reykjavík,"Steinasel 4, 109"
28025,0,1017002,109.0,Steinasel,Steinaseli,5.0,,POINT (360986 402536),64.09760222,-21.85178568,5,Reykjavík,"Steinasel 5, 109"
57436,0,1017003,109.0,Steinasel,Steinaseli,6.0,,POINT (360979 402491),64.09719615,-21.85188747,6,Reykjavík,"Steinasel 6, 109"
28026,0,1017004,109.0,Steinasel,Steinaseli,7.0,,POINT (361005 402523),64.09749341,-21.85138441,7,Reykjavík,"Steinasel 7, 109"
57437,0,1017005,109.0,Steinasel,Steinaseli,8.0,,POINT (361017 402484),64.09714879,-21.85110252,8,Reykjavík,"Steinasel 8, 109"
64826,0,1002750,109.0,Stekkjarbakki,Stekkjarbakka,1.0,,POINT (361671 404460),64.11511947,-21.83952393,1,Reykjavík,"Stekkjarbakki 1, 109"
34350,0,1002744,109.0,Stekkjarbakki,Stekkjarbakka,11.0,,POINT (362201.317409828 404295.304017653),64.11385682,-21.82850132,11B,Reykjavík,"Stekkjarbakki 11, 109"
113979,0,1202813,109.0,Stekkjarbakki,Stekkjarbakka,13.0,,POINT (362260 404265),64.1136088,-21.82727058,13,Reykjavík,"Stekkjarbakki 13, 109"
123899,0,1137346,109.0,Stekkjarbakki,Stekkjarbakka,15.0,5.0,POINT (362134 404213),64.11309227,-21.82980568,15,Reykjavík,"Stekkjarbakki 15, 109"
